question,answer_a,answer_b,answer_c,answer_correct,media,category
Are you still allowed to turn right in this situation?,,,,Nie,IMG_8169orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to change the lane in this place?,,,,Nie,1.5.2.-32 IMG_0571orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
There are no other vehicles behind you on the road. Are you allowed in this situation to resign from signalling your intention to turn right?,,,,Nie,IMG_6703_1orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to make a U-turn at this junction?,,,,Tak,0255d8orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed in this situation to turn right onto the closest  roadway?,,,,Nie,IMG_2071d8org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you prohibited from making a U-turn from the sign to the closest intersection inclusive?,,,,Tak,1805D14MMorg.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed in this situation to turn left at the next intersection?,,,,Tak,IMG_4300org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to start overtaking in the presented situation?,,,,Nie,D26_601org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed in this situation to overtake a single-track motorcycle if you are driving a multi-track motorcycle?,,,,Tak,IMG_8905d8Dorg.jpg,"A,A1,A2"
You are driving a lorry of gross vehicle weight rating of 12 tones. Are you allowed in this situation to overtake the passenger car?,,,,Nie,D38_5661org.jpg,C
You are driving a lorry of gross vehicle weight rating not exceeding 3.5 tonnes. Are you allowed in this situation to overtake the passenger car?,,,,Tak,D38_5661org.jpg,B
You are driving a bus. Are you allowed in this situation to overtake the passenger car?,,,,Tak,D38_5661org.jpg,"D,D1"
"Are you allowed to drive into the narrowed part of the road, if you do not force the oncoming vehicle to stop?",,,,Tak,IMG_6248d8.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the plate placed under the sign in this situation indicate the distance from the place where you are obliged to stop?,,,,Tak,IMG_7019d8org.jpg,"A,B,C,D,A1,A2,B1,C1,D1"
Do you have to abide by the prohibition expressed in this sign till the nearest intersection?,,,,Tak,IMG_0524d5org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to stop the vehicle for 1 minute beyond this sign?,,,,Nie,IMG_4011org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you only allowed to turn left at this intersection?,,,,Tak,1472D14MMorg.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you drive your vehicle in such conditions with the fog lights switched on?,,,,Nie,642.D33org.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"Are you allowed to continue driving in this situation, not paying attention to the behaviour of the pedestrian?",,,,Nie,634.D33_org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to park your vehicle for 5 minutes beyond this sign?,,,,Nie,2697D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to stop your vehicle on this bridge, in order to drop off passengers?",,,,Nie,2962D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to stop the vehicle directly behind this pedestrian crossing?,,,,Nie,3462D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to park the vehicle beyond this sign if you leave enough space for pedestrians and vehicles?,,,,Nie,3475D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to park the vehicle on the pavement in front of these signs?,,,,Nie,3825D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged in this situation to take the left lane beyond this sign?,,,,Nie,2175D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Where all the lanes for driving straight ahead are free, are you obliged to take the left lane?",,,,Nie,3963D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed in this situation to stay on the left lane, when there are no vehicles driving on the right lane?",,,,Nie,MD_D5_10_ff_loorg_2.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
Are you allowed to park your vehicle directly behind this sign?,,,,Nie,D15b_05-7_org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to park on the bridge in this place?,,,,Nie,D15b_19-12_org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Should you change into the left lane in this situation, leaving the right lane for slower vehicles?",,,,Nie,MD_D15a_11_org.wmv,"A,B,C,D,A1,A2,C1,D1"
Was it proper to change lanes in this situation?,,,,Tak,MD_D5_07_ff_lo_org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Should you take into account that the cyclist may emerge from behind the tram in this situation?,,,,Tak,3287D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you attempt to overtake a cyclist in this situation?,,,,Nie,3352D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Was refraining from overtaking the cyclist proper in this situation?,,,,Tak,MD_D15b_10org.wmv,B
Should you slow down in this situation?,,,,Tak,4221D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Should you move away from the right edge of the roadway?,,,,Tak,3039orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged to have the left indicator permanently switched on when driving straight ahead due to passing of parked vehicles.,,,,Nie,3067D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to change the lane. Are you obliged in this situation to signal it earlier?,,,,Tak,4015D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When slightly changing your path within the lane you are taking, are you obliged to signal it earlier with an indicator?",,,,Nie,4446D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to continue driving on the priority road. Should you use an indicator?,,,,Tak,3397D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed in this situation to resign from using an indicator?,,,,Nie,MD_D3_03_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You are driving a vehicle which does not perform payable transport of passengers on regular lines. Are you allowed in this situation to change into the right lane?,,,,Nie,MD_D4_01_ff_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged in this situation to use an indicator?,,,,Tak,3746D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed in this situation to make a U-turn at this intersection?,,,,Tak,3935D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Will you be allowed to make a U-turn at this intersection after the light turns green?,,,,Nie,4640D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to make a U-turn on this road?,,,,Nie,4675D15org.jpg,"A,B,C,D,A1,A2,C1,D1"
You intend to turn right. Are you obliged to use an indicator?,,,,Tak,D15b_09org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Turning left at this junction, did you maintain the proper driving path?",,,,Tak,D15b_11org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Turning left at this junction, did you maintain the proper driving path?",,,,Tak,W11(40)org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Intending to turn left at this junction, have you assumed the proper traffic lane?",,,,Tak,D15b_24org.wmv,B
Can you make a U-turn from the lane you are taking?,,,,Nie,MD_D3_06_ff_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to only turn left from the lane you are taking?,,,,Tak,MD_D3_07_ff_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to go straight across the intersection. Are you obliged to use the left indicator?,,,,Nie,MD_D5_03_ff_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"After performing a manoeuvre to the right at this intersection, are you obliged  to switch off the indicator?",,,,Tak,MD_D5_04b_ff_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to continue going straight in the lane you are now taking?,,,,Nie,MD_D5_11_ff_loorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When turning left, was the path you chose proper?",,,,Tak,MD_D15c_10org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to stop directly beyond this level crossing to drop off a passenger?,,,,Nie,2698D15orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Was the path of your car proper when you turned left at the intersection?,,,,Tak,"W11(49,50)org.wmv","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Was leaving the intersection in the right lane forbidden in the presented situation?,,,,Nie,"W11(49,50)org.wmv","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Was it necessary before changing lanes at the intersection to make sure that it was safe?,,,,Tak,W11(52)org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is using an indicator necessary before turning right at the intersection?,,,,Tak,MD_D15c_20org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You are changing from the left lane to the middle lane. Did you have the right of way over the vehicle entering the lane from the right in this situation?,,,,Nie,IMG_0846b_org.jpg,B
"Should you use the horn in the presented situation, in order to warn the cyclist of your intention to overtake?",,,,Nie,712.D35KWorg.wmv,"C,D,C1,D1"
"Are you obliged in this situation in the built-up area to stop if the need be, in order to allow the bus to join the traffic?",,,,Tak,705.D34KWorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"You intend to go straight ahead, and the driver of the oncoming vehicle intends to turn left. Are you obliged to yield the right of way to him?",,,,Nie,713.D35KWorg.wmv,"C,D,C1,D1"
You intend to go straight ahead. Are you obliged to yield the right of way to the vehicle approaching from the left?,,,,Nie,716.D35KWorg.wmv,"C,D,C1,D1"
You intend to turn left and the driver of the oncoming vehicle intends to go straight ahead. Have you got priority before him?,,,,Tak,718.D35KWorg.wmv,"C,D,C1,D1"
"You intend to go straight ahead, and the driver of the oncoming vehicle intends to turn left. Are you obliged to yield the right of way to him?",,,,Tak,719.D35KWorg.wmv,"C,D,C1,D1"
What category driving license should you have when driving a four-wheeled vehicle other than a light one?,B1.,A.,AM.,A,,"B,B1"
What obligation do you have as the owner of a passenger car?,Submitting the vehicle to regular technical inspections.,Concluding the accident insurance.,Concluding the motor hull insurance.,A,,B
When should you check the pressure in tires of a passenger car?,Before the beginning of a journey.,After finishing driving.,At least 24 hours before the planned journey.,A,,B
How can you carry a load on a trailer pulled by a passenger car?,The load may cover some lights of the trailer.,The load must not disturb the steerability of the vehicle.,The load does not have to be secured against the change of position.,B,,B
How will you carry a load on a trailer pulled by a passenger car?,I will secure it against moving around.,I will place the load loosely on a trailer.,I will not secure the load against moving around if I drive slowly.,A,,B
How will you carry a loose load on a trailer pulled by a passenger car?,Not covered - placed below the height of the side boards.,Not exceeding the speed of 30 km/h.,Covered in a tight load-carrying platform.,C,,B
How should the device used for fixing the load on a trailer pulled by a passenger car be secured?,It should be secured against loosening.,It may hang down freely.,It does not have to be secured against falling down during driving.,A,,B
How should a load be placed on a passenger car?,It may slightly cover the registration plates.,It may cover the rear fog light.,It must not limit the visibility of the road.,C,,B
How will you place luggage in a passenger car?,"I will place the heaviest luggage deepest and lowest, in the central part of the boot.",Whatever way.,"I will place the heaviest luggage in the upper part of the boot, over the lighter one.",A,,B
How will you place a load on a trailer of a passenger car?,So that it does not cover the lights of the trailer.,I will put it only on one side of the trailer.,I will always place it at the rear of the trailer.,A,,B
What must not you do when driving a passenger car?,Pull a person on sleights behind the car.,Use the CB radio.,Carry a child in a child safety seat placed in the front seat.,A,,B
Does the board under the prohibitory sign indicate the length of the road on which the prohibition is binding?,,,,Tak,1005D15org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn left. Do you have to yield the right of way to the vehicles coming from the opposite direction?,,,,Tak,D26MM_1org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Which of the listed ways of carrying the extinguisher in a passenger car is proper?,The extinguisher is placed on the rear shelf.,The extinguisher is placed loosely between the seats.,The extinguisher is mounted under the passenger seat.,C,,B
What is the purpose of using the ASR system in a passenger car?,Preventing skidding while engine braking.,Preventing blocking of the braked wheels.,Preventing skidding while moving off.,C,,B
What is the purpose of using the ESP system in a passenger car?,Preventing skidding of the wheels while engine braking.,Preventing blocking of the braked wheels.,Stabilizing the movement of the vehicle when driving along the curve.,C,,B
You are going straight through the junction. Do you have the right of way over the oncoming vehicle turning left?,,,,Tak,D26MM_28org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn left at the intersection. Are you obliged in this situation to give way to the oncoming vehicle going straight ahead?,,,,Tak,D26MM_29org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn left at the junction. Do you have to yield the right of way to the oncoming bus going straight?,,,,Tak,D26MM_4org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
How often should you turn a non-traumatic victim to the other side after laying him in the recovery position?,Every 60 minutes.,Every 30 minutes.,Every 15 minutes.,B,R_101org.jpg,PT
You notice shortness of breath in a child. There is no one around to help. Which of the following actions should be taken?,"Call for help, and then perform artificial breathing and chest compressions.",Perform artificial breathing and chest compressions for 1 minute and then call for help.,Perform artificial breathing and chest compressions for 15 minutes and then call for help.,B,R_110org.jpg,PT
In case of a wound hemorrhage and lack of sterile dressing you should:,put off dressing the wound.,use the clothing of an injured person as dressing.,wait until somebody lends you the first aid kit.,B,,"B,B1"
What should you do in the case of nose bleeding?,Squeeze the wings of the nose and lean your head forward.,Do not stem and wait until the blood stops flowing.,Squeeze the wings of the nose and lean your head back.,A,R_132.jpg,PT
Compression dressing should be applied in the case of:,crushing of a limb.,bloody ear drainage.,haemorrhage.,C,,"B,B1"
How long should you continue to give chest compressions and artificial respiration in a person with a cardiac arrest?,Until the medical rescue team arrives.,For 15 minutes.,Until the body of the injured person maintains proper temperature.,A,R_144org.jpg,"B,B1"
What should be preceded by chest compressions in an infant that has been placed on a table or the floor?,"Place diapers or a towel under the child's back, so that the forehead, chin and chest are in one line.",Raise the child's leg up so that blood is rushed to the heart.,Place a pillow under the child's head.,A,R_105org.jpg,PT
Which of these symptoms indicate rib fracture in a conscious victim?,The victim complains of pain that intensifies with deep breathing and movement.,The victim limps on his left leg.,The victim complains of stomach pain.,A,R_132.jpg,PT
How long should you stabilize the head of a trauma patient manually?,Until they start to move.,Until it is taken over by a member of medical rescue team.,Until you ascertain the motility of their legs.,B,R_030org.jpg,"B,B1"
A victim has a closed fracture of the lower limb and complains of severe pain. He is waiting for the arrival of the medical rescue team. What actions should be taken by a witness to the incident?,Encourage the victim not to move.,Administer analgesics.,Try to position the limb higher than the heart.,A,R_132.jpg,PT
What should you do if you suspect a cervical spine injury and lack of breath in the victim of a road accident?,Bend the victim's head to his chest.,"Place something soft under the victim's head, e.g. a rolled up jacket.",Begin cardiopulmonary resuscitation (CPR).,C,R_018org.jpg,PT
"In which situation, do you not use an automatic external defibrillator (AED) on a victim?",When there is a cardiac arrest.,When there is a cardiac arrest and AED recommends discharge.,Where the victim has wet clothes or is lying in a puddle.,C,R_182org.jpg,PT
Are you allowed in this situation to use a warning sound signal?,,,,Tak,609.D29org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Should you begin braking in the presented situation?,,,,Tak,D24_21org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to continue driving without any reaction to the behaviour of the pedestrian?,,,,Nie,GND30_1aorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to turn left in this situation?,,,,Tak,146D11orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to turn right in this situation?,,,,Tak,004D11orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to turn right in this situation?,,,,Nie,022D11orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you pass the stationary obstacle by using the part of the road intended only for the oncoming vehicles?,,,,Tak,AK_D07_11_org_2.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is slowing down justifiable in this this situation?,,,,Tak,AK_D19_13org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you properly preparing to drive past in this situation?,,,,Tak,AK_D19_14org.wmv,"B,C,D,T,C1,D1"
Should you stop your vehicle when the oncoming vehicle is passing?,,,,Tak,AK_D19_21_org_2.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged to assess the situation behind the vehicle on the remaining lanes before passing this stationary obstacle?,,,,Tak,006D16_aorgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You are driving outside a built-up area on a one-way road. Can you overtake the vehicle on the right?,,,,Tak,D26_122org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to overtake a vehicle on the right in this section of the one-way road?,,,,Tak,D26_163org.jpg,"A,B,C,D,A1,A2,C1,D1"
When joining the traffic in this situation are you obliged to exercise particular caution?,,,,Tak,D36_44org.wmv,B
Are you obliged in this situation to exercise particular caution when driving from the road into the property?,,,,Tak,D36_42org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When emerging from the property onto the road, are you obliged to exercise particular caution?",,,,Tak,D36_41org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When emerging from the dirt road onto the hard surface road, are you obliged to exercise particular caution?",,,,Tak,D36_39org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to overtake the vehicle on the right at the nearest bend?,,,,Nie,D26_026org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
When entering the roadway in the presented situation should you exercise particular caution?,,,,Tak,D34A_05JSorg.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
